ROKU;Roku;/stocks/charts/ROKU/roku/stock-price-history
CP;Canadian Pacific Railway;/stocks/charts/CP/canadian-pacific-railway/stock-price-history
PUK;Prudential Public;/stocks/charts/PUK/prudential-public/stock-price-history
ETN;Eaton;/stocks/charts/ETN/eaton/stock-price-history
COF;Capital One Financial;/stocks/charts/COF/capital-one-financial/stock-price-history
NEM;Newmont;/stocks/charts/NEM/newmont/stock-price-history
MNST;Monster Beverage;/stocks/charts/MNST/monster-beverage/stock-price-history
WM;Waste Management;/stocks/charts/WM/waste-management/stock-price-history
RELX;RELX;/stocks/charts/RELX/relx/stock-price-history
DASH;DoorDash;/stocks/charts/DASH/doordash/stock-price-history
CRWD;CROWDSTRIKE HLD;/stocks/charts/CRWD/crowdstrike-hld/stock-price-history
AMX;America Movil, S.A.B De C.V;/stocks/charts/AMX/america-movil,-sab-de-cv/stock-price-history
NXPI;NXP Semiconductors;/stocks/charts/NXPI/nxp-semiconductors/stock-price-history
EMR;Emerson Electric;/stocks/charts/EMR/emerson-electric/stock-price-history
HMC;Honda;/stocks/charts/HMC/honda/stock-price-history
ABEV;Ambev S.A;/stocks/charts/ABEV/ambev-sa/stock-price-history
NOC;Northrop Grumman;/stocks/charts/NOC/northrop-grumman/stock-price-history
COP;ConocoPhillips;/stocks/charts/COP/conocophillips/stock-price-history
CVNA;Carvana;/stocks/charts/CVNA/carvana/stock-price-history
LULU;Lululemon Athletica Inc;/stocks/charts/LULU/lululemon-athletica-inc/stock-price-history
ROKU;Roku;/stocks/charts/ROKU/roku/stock-price-history
CP;Canadian Pacific Railway;/stocks/charts/CP/canadian-pacific-railway/stock-price-history
PUK;Prudential Public;/stocks/charts/PUK/prudential-public/stock-price-history
ETN;Eaton;/stocks/charts/ETN/eaton/stock-price-history
COF;Capital One Financial;/stocks/charts/COF/capital-one-financial/stock-price-history
NEM;Newmont;/stocks/charts/NEM/newmont/stock-price-history
MNST;Monster Beverage;/stocks/charts/MNST/monster-beverage/stock-price-history
WM;Waste Management;/stocks/charts/WM/waste-management/stock-price-history
RELX;RELX;/stocks/charts/RELX/relx/stock-price-history
DASH;DoorDash;/stocks/charts/DASH/doordash/stock-price-history
CRWD;CROWDSTRIKE HLD;/stocks/charts/CRWD/crowdstrike-hld/stock-price-history
AMX;America Movil, S.A.B De C.V;/stocks/charts/AMX/america-movil,-sab-de-cv/stock-price-history
NXPI;NXP Semiconductors;/stocks/charts/NXPI/nxp-semiconductors/stock-price-history
EMR;Emerson Electric;/stocks/charts/EMR/emerson-electric/stock-price-history
HMC;Honda;/stocks/charts/HMC/honda/stock-price-history
ABEV;Ambev S.A;/stocks/charts/ABEV/ambev-sa/stock-price-history
NOC;Northrop Grumman;/stocks/charts/NOC/northrop-grumman/stock-price-history
COP;ConocoPhillips;/stocks/charts/COP/conocophillips/stock-price-history
CVNA;Carvana;/stocks/charts/CVNA/carvana/stock-price-history
LULU;Lululemon Athletica Inc;/stocks/charts/LULU/lululemon-athletica-inc/stock-price-history
VOD;Vodafone Group;/stocks/charts/VOD/vodafone-group/stock-price-history
AON;Aon;/stocks/charts/AON/aon/stock-price-history
EPD;Enterprise Products Partners;/stocks/charts/EPD/enterprise-products-partners/stock-price-history
PTON;Peloton Interactive;/stocks/charts/PTON/peloton-interactive/stock-price-history
SMFG;Sumitomo Mitsui Financial Group Inc;/stocks/charts/SMFG/sumitomo-mitsui-financial-group-inc/stock-price-history
DOCU;DocuSign;/stocks/charts/DOCU/docusign/stock-price-history
FCX;Freeport-McMoRan;/stocks/charts/FCX/freeport-mcmoran/stock-price-history
ROP;Roper Technologies;/stocks/charts/ROP/roper-technologies/stock-price-history
NGG;National Grid Transco;/stocks/charts/NGG/national-grid-transco/stock-price-history
BBD;Banco Bradesco SA;/stocks/charts/BBD/banco-bradesco-sa/stock-price-history
KDP;Keurig Dr Pepper;/stocks/charts/KDP/keurig-dr-pepper/stock-price-history
ALGN;Align Technology;/stocks/charts/ALGN/align-technology/stock-price-history
KMB;Kimberly-Clark;/stocks/charts/KMB/kimberly-clark/stock-price-history
MRNA;Moderna;/stocks/charts/MRNA/moderna/stock-price-history
STZ;Constellation Brands Inc;/stocks/charts/STZ/constellation-brands-inc/stock-price-history
MET;MetLife;/stocks/charts/MET/metlife/stock-price-history
CTSH;Cognizant Technology Solutions;/stocks/charts/CTSH/cognizant-technology-solutions/stock-price-history
PINS;Pinterest;/stocks/charts/PINS/pinterest/stock-price-history
STZ.B;Constellation Brands Inc;/stocks/charts/STZ.B/constellation-brands-inc/stock-price-history
LVS;Las Vegas Sands;/stocks/charts/LVS/las-vegas-sands/stock-price-history
PLTR;Palantir Technologies;/stocks/charts/PLTR/palantir-technologies/stock-price-history
IDXX;IDEXX Laboratories;/stocks/charts/IDXX/idexx-laboratories/stock-price-history
KLAC;KLA;/stocks/charts/KLAC/kla/stock-price-history
VEEV;Veeva Systems;/stocks/charts/VEEV/veeva-systems/stock-price-history
ROST;Ross Stores;/stocks/charts/ROST/ross-stores/stock-price-history
GD;General Dynamics;/stocks/charts/GD/general-dynamics/stock-price-history
DOW;Dow;/stocks/charts/DOW/dow/stock-price-history
TEL;TE Connectivity;/stocks/charts/TEL/te-connectivity/stock-price-history
GOLD;Barrick Gold;/stocks/charts/GOLD/barrick-gold/stock-price-history
BX;Blackstone Group Inc/The;/stocks/charts/BX/blackstone-group-inc-the/stock-price-history
MAR;Marriott;/stocks/charts/MAR/marriott/stock-price-history
BAX;Baxter;/stocks/charts/BAX/baxter/stock-price-history
EXC;Exelon;/stocks/charts/EXC/exelon/stock-price-history
EA;Electronic Arts;/stocks/charts/EA/electronic-arts/stock-price-history
KHC;Kraft Heinz;/stocks/charts/KHC/kraft-heinz/stock-price-history
TWTR;Twitter;/stocks/charts/TWTR/twitter/stock-price-history
APH;Amphenol;/stocks/charts/APH/amphenol/stock-price-history
RACE;Ferrari;/stocks/charts/RACE/ferrari/stock-price-history
MTCH;Match Group;/stocks/charts/MTCH/match-group/stock-price-history
CEO;CNOOC;/stocks/charts/CEO/cnooc/stock-price-history
SNPS;Synopsys;/stocks/charts/SNPS/synopsys/stock-price-history
ERIC;Ericsson;/stocks/charts/ERIC/ericsson/stock-price-history
BBDO;Banco Bradesco SA;/stocks/charts/BBDO/banco-bradesco-sa/stock-price-history
TRI;Thomson Reuters Corp;/stocks/charts/TRI/thomson-reuters-corp/stock-price-history
CHWY;CHEWY INC;/stocks/charts/CHWY/chewy-inc/stock-price-history
TRP;TC Energy;/stocks/charts/TRP/tc-energy/stock-price-history
BK;Bank Of New York Mellon;/stocks/charts/BK/bank-of-new-york-mellon/stock-price-history
ING;ING Group;/stocks/charts/ING/ing-group/stock-price-history
RKT;Rocket;/stocks/charts/RKT/rocket/stock-price-history
U;Unity Software;/stocks/charts/U/unity-software/stock-price-history
CM;Canadian Imperial Bank Of Commerce;/stocks/charts/CM/canadian-imperial-bank-of-commerce/stock-price-history
CNC;Centene;/stocks/charts/CNC/centene/stock-price-history
SYY;Sysco;/stocks/charts/SYY/sysco/stock-price-history
BCE;BCE;/stocks/charts/BCE/bce/stock-price-history
APTV;Aptiv;/stocks/charts/APTV/aptiv/stock-price-history
AEP;American Electric Power;/stocks/charts/AEP/american-electric-power/stock-price-history
CMG;Chipotle Mexican Grill;/stocks/charts/CMG/chipotle-mexican-grill/stock-price-history
WBA;Walgreens;/stocks/charts/WBA/walgreens/stock-price-history
A;Agilent Technologies;/stocks/charts/A/agilent-technologies/stock-price-history
PSA;Public Storage;/stocks/charts/PSA/public-storage/stock-price-history
PH;Parker-Hannifin;/stocks/charts/PH/parker-hannifin/stock-price-history
INFO;IHS Markit;/stocks/charts/INFO/ihs-markit/stock-price-history
WIT;Wipro;/stocks/charts/WIT/wipro/stock-price-history
BCS;Barclays;/stocks/charts/BCS/barclays/stock-price-history
F;Ford Motor;/stocks/charts/F/ford-motor/stock-price-history
TRV;Travelers;/stocks/charts/TRV/travelers/stock-price-history
CARR;Carrier Global;/stocks/charts/CARR/carrier-global/stock-price-history
BF.A;Brown Forman;/stocks/charts/BF.A/brown-forman/stock-price-history
BBVA;Banco Bilbao Viscaya Argentaria S.A;/stocks/charts/BBVA/banco-bilbao-viscaya-argentaria-sa/stock-price-history
PPG;PPG Industries;/stocks/charts/PPG/ppg-industries/stock-price-history
PANW;Palo Alto Networks;/stocks/charts/PANW/palo-alto-networks/stock-price-history
MFG;Mizuho Financial;/stocks/charts/MFG/mizuho-financial/stock-price-history
AIG;American;/stocks/charts/AIG/american/stock-price-history
TROW;T Rowe Price;/stocks/charts/TROW/t-rowe-price/stock-price-history
LU;Lufax Holding;/stocks/charts/LU/lufax-holding/stock-price-history
ZG;Zillow;/stocks/charts/ZG/zillow/stock-price-history
LYG;Lloyds Banking Group;/stocks/charts/LYG/lloyds-banking-group/stock-price-history
RNG;Ringcentral;/stocks/charts/RNG/ringcentral/stock-price-history
CMI;Cummins;/stocks/charts/CMI/cummins/stock-price-history
ORLY;O'Reilly Automotive;/stocks/charts/ORLY/o
eilly-automotive/stock-price-history
PH;Parker-Hannifin;/stocks/charts/PH/parker-hannifin/stock-price-history
INFO;IHS Markit;/stocks/charts/INFO/ihs-markit/stock-price-history
WIT;Wipro;/stocks/charts/WIT/wipro/stock-price-history
BCS;Barclays;/stocks/charts/BCS/barclays/stock-price-history
F;Ford Motor;/stocks/charts/F/ford-motor/stock-price-history
TRV;Travelers;/stocks/charts/TRV/travelers/stock-price-history
CARR;Carrier Global;/stocks/charts/CARR/carrier-global/stock-price-history
BF.A;Brown Forman;/stocks/charts/BF.A/brown-forman/stock-price-history
BBVA;Banco Bilbao Viscaya Argentaria S.A;/stocks/charts/BBVA/banco-bilbao-viscaya-argentaria-sa/stock-price-history
PPG;PPG Industries;/stocks/charts/PPG/ppg-industries/stock-price-history
PANW;Palo Alto Networks;/stocks/charts/PANW/palo-alto-networks/stock-price-history
MFG;Mizuho Financial;/stocks/charts/MFG/mizuho-financial/stock-price-history
AIG;American;/stocks/charts/AIG/american/stock-price-history
TROW;T Rowe Price;/stocks/charts/TROW/t-rowe-price/stock-price-history
LU;Lufax Holding;/stocks/charts/LU/lufax-holding/stock-price-history
ZG;Zillow;/stocks/charts/ZG/zillow/stock-price-history
LYG;Lloyds Banking Group;/stocks/charts/LYG/lloyds-banking-group/stock-price-history
RNG;Ringcentral;/stocks/charts/RNG/ringcentral/stock-price-history
CMI;Cummins;/stocks/charts/CMI/cummins/stock-price-history
ORLY;O'Reilly Automotive;/stocks/charts/ORLY/o
eilly-automotive/stock-price-history
SLB;Schlumberger;/stocks/charts/SLB/schlumberger/stock-price-history
XEL;Xcel Energy;/stocks/charts/XEL/xcel-energy/stock-price-history
SRE;Sempra Energy;/stocks/charts/SRE/sempra-energy/stock-price-history
GIS;General Mills;/stocks/charts/GIS/general-mills/stock-price-history
ALXN;Alexion Pharmaceuticals;/stocks/charts/ALXN/alexion-pharmaceuticals/stock-price-history
EOG;EOG Resources;/stocks/charts/EOG/eog-resources/stock-price-history
CS;Credit Suisse Group;/stocks/charts/CS/credit-suisse-group/stock-price-history
VFC;V.F;/stocks/charts/VFC/vf/stock-price-history
ALC;ALCON INC;/stocks/charts/ALC/alcon-inc/stock-price-history
Z;Zillow;/stocks/charts/Z/zillow/stock-price-history
ALL;Allstate;/stocks/charts/ALL/allstate/stock-price-history
TDG;Transdigm Group;/stocks/charts/TDG/transdigm-group/stock-price-history
PAYX;Paychex;/stocks/charts/PAYX/paychex/stock-price-history
ORAN;Orange;/stocks/charts/ORAN/orange/stock-price-history
TDOC;Teladoc Health;/stocks/charts/TDOC/teladoc-health/stock-price-history
MRVL;Marvell Technology Group;/stocks/charts/MRVL/marvell-technology-group/stock-price-history
ZBH;Zimmer Biomet Holdings;/stocks/charts/ZBH/zimmer-biomet-holdings/stock-price-history
HPQ;HP;/stocks/charts/HPQ/hp/stock-price-history
KMI;Kinder Morgan;/stocks/charts/KMI/kinder-morgan/stock-price-history
OKTA;Okta;/stocks/charts/OKTA/okta/stock-price-history
XPEV;XPeng;/stocks/charts/XPEV/xpeng/stock-price-history
VRSK;Verisk Analytics;/stocks/charts/VRSK/verisk-analytics/stock-price-history
YUM;Yum! Brands;/stocks/charts/YUM/yum!-brands/stock-price-history
LYB;LyondellBasell Industries;/stocks/charts/LYB/lyondellbasell-industries/stock-price-history
CTVA;Corteva;/stocks/charts/CTVA/corteva/stock-price-history
ANSS;ANSYS;/stocks/charts/ANSS/ansys/stock-price-history
SGEN;Seagen;/stocks/charts/SGEN/seagen/stock-price-history
PRU;Prudential Financial;/stocks/charts/PRU/prudential-financial/stock-price-history
CNQ;Canadian Natural Resources;/stocks/charts/CNQ/canadian-natural-resources/stock-price-history
RMD;ResMed;/stocks/charts/RMD/resmed/stock-price-history
BSBR;Banco Santander Brasil SA;/stocks/charts/BSBR/banco-santander-brasil-sa/stock-price-history
HLT;Hilton Worldwide Holdings;/stocks/charts/HLT/hilton-worldwide-holdings/stock-price-history
HSY;Hershey;/stocks/charts/HSY/hershey/stock-price-history
AFL;Aflac;/stocks/charts/AFL/aflac/stock-price-history
TEAM;Atlassian;/stocks/charts/TEAM/atlassian/stock-price-history
